ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
22,185681,2024,1,1,1,13300,16,1800,9,6896,1
25,205651,500,1,1,1,4025,21,700,4,7932,0
31,177926,0,3,1,1,20797,13,0,0,7886,0
69,230715,0,3,1,1,24047,12,0,0,6826,1
73,252386,0,4,1,1,39787,13,0,0,7787,0
97,185549,0,5,1,1,110859,39,2950,16,6778,1
113,181019,0,3,1,1,18415,15,0,0,7714,0
124,205126,0,5,1,1,126630,45,2250,10,7668,1
130,213150,0,4,1,1,56308,41,5200,14,7645,1
138,259484,1776,1,1,1,19172,26,7172,23,6723,1
158,220081,0,4,1,1,52574,21,500,1,7626,0
159,212976,0,3,1,1,19926,12,0,0,7624,0
161,228829,0,5,1,1,59852,21,0,0,7612,1
191,211595,0,1,1,1,3250,8,0,0,7521,0
214,201346,0,5,1,1,99612,34,600,4,7463,1
216,204582,0,1,1,1,4671,14,0,0,7498,0
222,189053,0,3,1,1,24156,22,0,0,7439,1
225,229744,0,5,1,1,68754,35,550,2,7467,1
228,193976,0,3,1,1,10849,14,0,0,7416,0
239,182317,0,2,1,1,19489,17,273,1,7397,1
246,227881,0,4,1,1,41186,13,0,0,7369,0
250,176090,0,1,1,1,5300,9,2200,6,7344,0
259,236274,0,5,1,1,61515,12,0,0,7375,0
262,198137,0,1,1,1,6303,6,500,1,7323,0
286,190542,1745,1,1,1,8487,9,0,0,7267,0
301,238868,0,3,1,1,20521,16,0,0,7220,0
306,217846,0,4,1,1,49198,20,0,0,7215,1
314,179433,0,4,1,1,30476,15,0,0,7187,0
318,179559,0,3,1,1,17819,12,1000,2,7173,1
325,205523,0,3,1,1,32404,20,1000,2,7159,1
345,174910,0,4,1,1,63960,20,200,1,7110,1
352,197328,0,5,1,1,60447,12,0,0,7092,0
362,224081,0,4,1,1,40108,15,150,2,7059,0
367,222227,0,4,1,1,38127,14,500,1,7047,1
394,198859,0,3,1,1,17855,14,500,1,8296,0
406,205292,0,2,1,1,5471,13,0,0,8296,0
413,267640,0,1,1,1,6000,3,0,0,8296,1
419,225802,0,5,1,1,74340,16,200,2,8296,1
425,199956,1178,1,1,1,0,0,0,0,8296,0
428,190295,0,4,1,1,3501,15,0,0,8296,0
436,251286,0,1,1,1,0,0,0,0,8289,1
450,192104,0,3,1,1,39010,53,1750,8,8289,1
452,229397,0,3,1,1,22873,13,0,0,8289,1
456,175461,0,4,1,1,40997,14,0,0,8289,1
458,182291,0,3,1,1,24155,22,0,0,8289,0
459,198317,0,5,1,1,61714,16,0,0,8289,1
470,189252,0,1,1,1,2991,15,0,0,8228,0
482,235947,0,1,1,1,3982,16,0,0,8145,0
484,260261,0,4,1,1,33047,21,0,0,8146,1
506,207545,0,1,1,1,11137,34,4387,12,8105,1
509,217557,0,5,1,1,97584,19,550,2,6679,0
527,208519,0,1,1,1,4040,6,450,2,6627,0
551,202636,0,1,1,1,19000,5,0,0,6119,1
555,256219,0,3,1,1,29823,33,6568,16,6561,1
560,178919,0,3,1,1,23387,17,0,0,6555,1
564,213849,0,1,1,1,500,1,0,0,6549,1
569,176849,0,1,1,1,7700,11,950,4,6539,1
619,179042,0,1,1,1,25078,50,3350,15,6456,1
632,175131,0,5,1,1,53495,15,0,0,6431,1
661,257068,2586,1,1,1,5900,4,400,1,6420,1
679,192334,0,4,1,1,33950,21,1450,4,6366,1
692,232171,0,3,1,1,22258,30,650,2,6340,1
702,234327,0,4,1,1,30406,28,150,2,6319,1
714,242910,1115,5,1,1,103935,18,500,1,6296,1
718,238749,0,1,1,1,7134,14,3134,12,6297,1
755,237093,0,4,1,1,42020,15,0,0,6240,0
760,189423,0,5,1,1,63584,31,600,1,6476,0
764,210018,0,4,1,1,48914,16,0,0,6217,1
766,244216,0,4,1,1,39166,14,0,0,6214,0
775,231437,0,3,1,1,31266,26,1550,4,6340,0
781,194604,0,2,1,1,6606,10,0,0,6190,0
787,245758,0,1,1,1,2750,4,750,2,6179,0
808,207655,500,5,1,1,78967,31,0,0,6144,0
