ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
224,1302051,2706,5,1,1,90653,32,3050,7,7467,1
279,1704838,0,1,1,1,17108,32,4823,23,7283,1
129,602064,0,5,1,1,194753,26,2250,10,7652,1
97,185549,0,5,1,1,110859,39,2950,16,6778,1
124,205126,0,5,1,1,126630,45,2250,10,7668,1
129,602064,0,5,1,1,194753,26,2250,10,7652,1
44,619393,0,3,1,1,15008,14,0,0,7819,1
74,550367,0,3,1,1,12500,13,50,1,7801,0
90,609477,0,3,1,1,21422,22,1200,8,6820,0
120,969559,0,1,1,1,2500,3,1000,2,7718,1
25,205651,500,1,1,1,4025,21,700,4,7932,0
29,59763,0,3,1,1,33772,20,100,1,7907,1
31,177926,0,3,1,1,20797,13,0,0,7886,0
33,276571,0,4,1,1,42044,23,0,0,7872,0
36,123759,0,4,1,1,50572,23,2500,5,7865,1
39,59990,0,3,1,1,27878,17,0,0,7854,1
42,10470,0,4,1,1,38094,26,0,0,7840,1
43,60313,0,1,1,1,10000,26,3250,9,7829,1
45,121260,0,3,1,1,18493,18,0,0,7808,0
71,47457,0,3,1,1,12621,16,0,0,7766,1
73,252386,0,4,1,1,39787,13,0,0,7787,0
76,123867,0,3,1,1,25308,17,0,0,7759,0
78,129871,0,3,1,1,15776,22,0,0,7752,0
79,109380,0,1,1,1,7537,16,0,0,7749,0
80,111157,0,4,1,1,32883,19,0,0,7771,0
81,49238,0,4,1,1,38037,18,0,0,7801,1
113,181019,0,3,1,1,18415,15,0,0,7714,0
118,67018,0,3,1,1,23260,25,0,0,7698,0
119,143967,0,2,1,1,7346,11,0,0,7689,0
121,122705,0,3,1,1,24222,15,0,0,7682,1
125,81974,0,4,1,1,37266,18,1050,3,7661,1
126,47258,0,3,1,1,24768,19,0,0,7659,1
127,77699,0,4,1,1,42775,13,0,0,7654,0
128,133954,500,4,1,1,37670,18,1500,3,7654,1
29,59763,0,3,1,1,33772,20,100,1,7907,1
31,177926,0,3,1,1,20797,13,0,0,7886,0
33,276571,0,4,1,1,42044,23,0,0,7872,0
36,123759,0,4,1,1,50572,23,2500,5,7865,1
39,59990,0,3,1,1,27878,17,0,0,7854,1
42,10470,0,4,1,1,38094,26,0,0,7840,1
45,121260,0,3,1,1,18493,18,0,0,7808,0
71,47457,0,3,1,1,12621,16,0,0,7766,1
73,252386,0,4,1,1,39787,13,0,0,7787,0
76,123867,0,3,1,1,25308,17,0,0,7759,0
78,129871,0,3,1,1,15776,22,0,0,7752,0
80,111157,0,4,1,1,32883,19,0,0,7771,0
81,49238,0,4,1,1,38037,18,0,0,7801,1
82,38896,0,5,1,1,76988,16,556,1,7771,1
113,181019,0,3,1,1,18415,15,0,0,7714,0
118,67018,0,3,1,1,23260,25,0,0,7698,0
121,122705,0,3,1,1,24222,15,0,0,7682,1
125,81974,0,4,1,1,37266,18,1050,3,7661,1
126,47258,0,3,1,1,24768,19,0,0,7659,1
127,77699,0,4,1,1,42775,13,0,0,7654,0
128,133954,500,4,1,1,37670,18,1500,3,7654,1
9,443003,0,3,2,1,1753,43,3850,12,6948,1
66,53914,0,3,1,1,33767,45,5550,29,6826,1
97,185549,0,5,1,1,110859,39,2950,16,6778,1
115,124198,0,5,1,1,66330,23,4833,10,7710,0
124,205126,0,5,1,1,126630,45,2250,10,7668,1
129,602064,0,5,1,1,194753,26,2250,10,7652,1
130,213150,0,4,1,1,56308,41,5200,14,7645,1
138,259484,1776,1,1,1,19172,26,7172,23,6723,1
9,443003,0,3,2,1,1753,43,3850,12,6948,1
25,205651,500,1,1,1,4025,21,700,4,7932,0
26,20726,0,1,1,1,1375,4,0,0,7924,0
27,18521,0,1,1,1,1227,2,1227,2,7917,0
28,8828,0,1,1,1,0,0,0,0,7914,0
30,19221,0,1,1,1,4655,8,500,1,7896,1
32,10021,0,1,1,1,0,0,0,0,7879,0
34,18047,0,1,1,1,100,1,0,0,7868,0
35,43832,0,1,1,1,0,0,0,0,7865,0
37,23193,0,1,1,1,650,4,550,3,7861,1
38,68666,0,1,1,1,350,2,350,2,7861,0
40,2176,0,1,1,1,0,0,0,0,7847,1
41,34616,0,1,1,1,1750,4,500,1,7850,0
75,12646,0,1,1,1,631,4,631,4,7787,0
79,109380,0,1,1,1,7537,16,0,0,7749,0
83,4340,0,1,1,1,32685,5,0,0,7733,1
116,56906,0,1,1,1,2015,13,0,0,7707,1
119,143967,0,2,1,1,7346,11,0,0,7689,0
122,16583,0,1,1,1,2625,7,0,0,7682,1
123,77540,0,1,1,1,1000,1,0,0,7683,0
22,185681,2024,1,1,1,13300,16,1800,9,6896,1
23,20584,0,1,1,1,3450,11,3450,11,6884,0
25,205651,500,1,1,1,4025,21,700,4,7932,0
43,60313,0,1,1,1,10000,26,3250,9,7829,1
46,288865,967,1,1,1,23600,14,2000,4,6884,1
51,108137,0,1,1,1,6368,5,6368,5,6844,0
114,298911,0,1,1,1,8550,11,2550,8,7714,1
117,295638,0,1,1,1,5422,20,818,2,7700,1
25,205651,500,1,1,1,4025,21,700,4,7932,0
29,59763,0,3,1,1,33772,20,100,1,7907,1
31,177926,0,3,1,1,20797,13,0,0,7886,0
33,276571,0,4,1,1,42044,23,0,0,7872,0
39,59990,0,3,1,1,27878,17,0,0,7854,1
42,10470,0,4,1,1,38094,26,0,0,7840,1
45,121260,0,3,1,1,18493,18,0,0,7808,0
71,47457,0,3,1,1,12621,16,0,0,7766,1
73,252386,0,4,1,1,39787,13,0,0,7787,0
76,123867,0,3,1,1,25308,17,0,0,7759,0
78,129871,0,3,1,1,15776,22,0,0,7752,0
80,111157,0,4,1,1,32883,19,0,0,7771,0
81,49238,0,4,1,1,38037,18,0,0,7801,1
113,181019,0,3,1,1,18415,15,0,0,7714,0
117,295638,0,1,1,1,5422,20,818,2,7700,1
118,67018,0,3,1,1,23260,25,0,0,7698,0
119,143967,0,2,1,1,7346,11,0,0,7689,0
121,122705,0,3,1,1,24222,15,0,0,7682,1
126,47258,0,3,1,1,24768,19,0,0,7659,1
127,77699,0,4,1,1,42775,13,0,0,7654,0
8,20856,0,1,1,1,5250,4,250,1,6938,1
18,13958,0,1,1,1,4291,5,0,0,6905,1
20,23354,0,3,1,1,10447,5,0,0,6896,1
22,185681,2024,1,1,1,13300,16,1800,9,6896,1
23,20584,0,1,1,1,3450,11,3450,11,6884,0
46,288865,967,1,1,1,23600,14,2000,4,6884,1
48,36924,0,1,1,1,5900,6,300,2,6879,1
51,108137,0,1,1,1,6368,5,6368,5,6844,0
54,121395,0,1,1,1,4970,8,650,2,6889,1
58,36298,0,1,1,1,3100,5,600,3,6865,1
69,230715,0,3,1,1,24047,12,0,0,6826,1
89,40284,0,1,1,1,7719,5,0,0,6827,1
92,48433,0,1,1,1,3500,4,500,1,6807,1
93,20508,0,1,1,1,22250,8,1250,5,6794,1
96,143566,0,1,1,1,5000,5,1500,3,6785,1
102,64824,0,3,1,1,20184,13,0,0,6770,1
104,8053,0,1,1,1,0,0,0,0,6750,1
106,28667,0,1,1,1,3861,7,2050,5,6749,1
110,43498,0,1,1,1,0,0,0,0,6759,1
131,48333,0,2,1,1,10123,14,0,0,6737,1
133,17469,0,1,1,1,0,0,0,0,6730,1
134,19823,0,1,1,1,1095,3,335,1,6730,1
135,145074,0,1,1,1,8000,4,0,0,6746,1
136,101101,0,1,1,1,10850,11,1850,6,6725,1
137,125948,0,3,1,1,15155,15,0,0,6761,1
141,160447,0,1,1,1,8578,25,0,0,6716,1
148,100640,0,1,1,1,7600,8,1600,5,6708,1
109,96627,1182,1,1,3,49059,26,2300,9,6738,1
8,20856,0,1,1,1,5250,4,250,1,6938,1
18,13958,0,1,1,1,4291,5,0,0,6905,1
20,23354,0,3,1,1,10447,5,0,0,6896,1
23,20584,0,1,1,1,3450,11,3450,11,6884,0
30,19221,0,1,1,1,4655,8,500,1,7896,1
37,23193,0,1,1,1,650,4,550,3,7861,1
40,2176,0,1,1,1,0,0,0,0,7847,1
46,288865,967,1,1,1,23600,14,2000,4,6884,1
48,36924,0,1,1,1,5900,6,300,2,6879,1
51,108137,0,1,1,1,6368,5,6368,5,6844,0
54,121395,0,1,1,1,4970,8,650,2,6889,1
58,36298,0,1,1,1,3100,5,600,3,6865,1
83,4340,0,1,1,1,32685,5,0,0,7733,1
89,40284,0,1,1,1,7719,5,0,0,6827,1
92,48433,0,1,1,1,3500,4,500,1,6807,1
93,20508,0,1,1,1,22250,8,1250,5,6794,1
96,143566,0,1,1,1,5000,5,1500,3,6785,1
104,8053,0,1,1,1,0,0,0,0,6750,1
106,28667,0,1,1,1,3861,7,2050,5,6749,1
110,43498,0,1,1,1,0,0,0,0,6759,1
116,56906,0,1,1,1,2015,13,0,0,7707,1
122,16583,0,1,1,1,2625,7,0,0,7682,1
131,48333,0,2,1,1,10123,14,0,0,6737,1
133,17469,0,1,1,1,0,0,0,0,6730,1
134,19823,0,1,1,1,1095,3,335,1,6730,1
135,145074,0,1,1,1,8000,4,0,0,6746,1
136,101101,0,1,1,1,10850,11,1850,6,6725,1
141,160447,0,1,1,1,8578,25,0,0,6716,1
148,100640,0,1,1,1,7600,8,1600,5,6708,1
120,969559,0,1,1,1,2500,3,1000,2,7718,1
8,20856,0,1,1,1,5250,4,250,1,6938,1
18,13958,0,1,1,1,4291,5,0,0,6905,1
20,23354,0,3,1,1,10447,5,0,0,6896,1
48,36924,0,1,1,1,5900,6,300,2,6879,1
54,121395,0,1,1,1,4970,8,650,2,6889,1
58,36298,0,1,1,1,3100,5,600,3,6865,1
69,230715,0,3,1,1,24047,12,0,0,6826,1
89,40284,0,1,1,1,7719,5,0,0,6827,1
92,48433,0,1,1,1,3500,4,500,1,6807,1
93,20508,0,1,1,1,22250,8,1250,5,6794,1
96,143566,0,1,1,1,5000,5,1500,3,6785,1
102,64824,0,3,1,1,20184,13,0,0,6770,1
104,8053,0,1,1,1,0,0,0,0,6750,1
106,28667,0,1,1,1,3861,7,2050,5,6749,1
110,43498,0,1,1,1,0,0,0,0,6759,1
131,48333,0,2,1,1,10123,14,0,0,6737,1
133,17469,0,1,1,1,0,0,0,0,6730,1
134,19823,0,1,1,1,1095,3,335,1,6730,1
135,145074,0,1,1,1,8000,4,0,0,6746,1
136,101101,0,1,1,1,10850,11,1850,6,6725,1
137,125948,0,3,1,1,15155,15,0,0,6761,1
141,160447,0,1,1,1,8578,25,0,0,6716,1
148,100640,0,1,1,1,7600,8,1600,5,6708,1
8,20856,0,1,1,1,5250,4,250,1,6938,1
