ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
22,185681,2024,1,1,1,13300,16,1800,9,6896,1
25,205651,500,1,1,1,4025,21,700,4,7932,0
31,177926,0,3,1,1,20797,13,0,0,7886,0
69,230715,0,3,1,1,24047,12,0,0,6826,1
97,185549,0,5,1,1,110859,39,2950,16,6778,1
113,181019,0,3,1,1,18415,15,0,0,7714,0
124,205126,0,5,1,1,126630,45,2250,10,7668,1
130,213150,0,4,1,1,56308,41,5200,14,7645,1
141,160447,0,1,1,1,8578,25,0,0,6716,1
158,220081,0,4,1,1,52574,21,500,1,7626,0
159,212976,0,3,1,1,19926,12,0,0,7624,0
161,228829,0,5,1,1,59852,21,0,0,7612,1
165,152945,0,1,1,1,18604,6,3604,2,7598,1
191,211595,0,1,1,1,3250,8,0,0,7521,0
214,201346,0,5,1,1,99612,34,600,4,7463,1
216,204582,0,1,1,1,4671,14,0,0,7498,0
222,189053,0,3,1,1,24156,22,0,0,7439,1
225,229744,0,5,1,1,68754,35,550,2,7467,1
228,193976,0,3,1,1,10849,14,0,0,7416,0
233,153747,0,5,1,1,58689,15,0,0,7409,0
239,182317,0,2,1,1,19489,17,273,1,7397,1
244,163530,0,5,1,1,88987,25,0,0,7406,0
246,227881,0,4,1,1,41186,13,0,0,7369,0
250,176090,0,1,1,1,5300,9,2200,6,7344,0
262,198137,0,1,1,1,6303,6,500,1,7323,0
266,164613,0,2,1,1,11095,13,0,0,7375,0
284,168515,0,1,1,1,4600,4,0,0,7269,0
286,190542,1745,1,1,1,8487,9,0,0,7267,0
287,156230,0,1,1,1,5300,8,1300,5,7260,1
301,238868,0,3,1,1,20521,16,0,0,7220,0
302,149286,0,4,1,1,42141,30,2400,13,7222,1
306,217846,0,4,1,1,49198,20,0,0,7215,1
314,179433,0,4,1,1,30476,15,0,0,7187,0
318,179559,0,3,1,1,17819,12,1000,2,7173,1
325,205523,0,3,1,1,32404,20,1000,2,7159,1
334,172288,0,5,1,1,66879,10,0,0,7130,1
345,174910,0,4,1,1,63960,20,200,1,7110,1
352,197328,0,5,1,1,60447,12,0,0,7092,0
353,151301,0,4,1,1,37772,14,0,0,7092,0
362,224081,0,4,1,1,40108,15,150,2,7059,0
367,222227,0,4,1,1,38127,14,500,1,7047,1
386,167670,0,1,3,1,15907,13,0,0,6994,0
394,198859,0,3,1,1,17855,14,500,1,8296,0
406,205292,0,2,1,1,5471,13,0,0,8296,0
419,225802,0,5,1,1,74340,16,200,2,8296,1
425,199956,1178,1,1,1,0,0,0,0,8296,0
428,190295,0,4,1,1,3501,15,0,0,8296,0
439,153597,0,5,1,1,56567,18,0,0,8289,0
450,192104,0,3,1,1,39010,53,1750,8,8289,1
452,229397,0,3,1,1,22873,13,0,0,8289,1
456,175461,0,4,1,1,40997,14,0,0,8289,1
458,182291,0,3,1,1,24155,22,0,0,8289,0
459,198317,0,5,1,1,61714,16,0,0,8289,1
463,158483,0,2,1,1,9018,11,0,0,8289,0
470,189252,0,1,1,1,2991,15,0,0,8228,0
481,171509,0,3,1,1,40090,55,6381,23,8151,1
482,235947,0,1,1,1,3982,16,0,0,8145,0
483,153108,0,4,1,1,25802,14,500,1,8137,0
505,162521,0,5,1,1,57354,25,0,0,8105,1
506,207545,0,1,1,1,11137,34,4387,12,8105,1
509,217557,0,5,1,1,97584,19,550,2,6679,0
512,160703,0,4,1,1,32560,12,0,0,6666,0
518,148318,0,4,1,1,51197,22,350,2,6648,1
527,208519,0,1,1,1,4040,6,450,2,6627,0
551,202636,0,1,1,1,19000,5,0,0,6119,1
560,178919,0,3,1,1,23387,17,0,0,6555,1
564,213849,0,1,1,1,500,1,0,0,6549,1
569,176849,0,1,1,1,7700,11,950,4,6539,1
608,158895,0,4,1,1,41954,15,0,0,6525,0
619,179042,0,1,1,1,25078,50,3350,15,6456,1
632,175131,0,5,1,1,53495,15,0,0,6431,1
637,163083,0,1,1,1,3825,9,450,4,6428,0
659,155962,1199,3,1,1,16510,16,50,1,6406,1
